رقم_الطلب,التاريخ,الشهر,الربع,المنتج,الفئة,المنطقة,قناة_البيع,الكمية,سعر_الوحدة,التكلفة,الخصم_%,الإيراد,الربح,اسم_العميل
ORD-1346,2024-01-05,2024-01,Q1,كيبورد Logitech,إكسسوار,المنصورة,أونلاين,2.0,878.1,538.58,0,1756.21,679.04,عميل_30
ORD-1347,2024-07-15,2024-07,Q3,آيفون 15,موبايل,الإسكندرية,تليفون,2.0,23016.01,13927.77,0,46032.02,18176.47,عميل_100
ORD-1348,2024-03-09,2024-03,Q1,سماعات Sony,إكسسوار,الإسكندرية,تليفون,2.0,3521.36,1941.22,15,5986.3,2103.86,عميل_45
ORD-1349,2024-04-19,2024-04,Q2,سماعات Sony,إكسسوار,القاهرة,أونلاين,7.0,3581.25,2207.33,0,25068.77,9617.44,عميل_18
ORD-1350,2024-03-04,2024-03,Q1,هاردسك WD,تخزين,الإسكندرية,موزعين,7.0,1455.46,894.25,0,10188.22,3928.49,عميل_83
ORD-1351,2024-02-13,2024-02,Q1,شاشة Samsung,شاشات,القاهرة,موزعين,9.0,8161.6,5371.78,0,73454.39,25108.4,عميل_27
ORD-1352,2024-09-22,2024-09,Q3,هاردسك WD,تخزين,القاهرة,فروع,9.0,1406.59,856.28,15,10760.44,3053.91,عميل_64
ORD-1353,2024-07-16,2024-07,Q3,آيفون 15,موبايل,القاهرة,موزعين,4.0,24997.91,15975.9,10,89992.49,26088.88,عميل_41
ORD-1354,2024-03-08,2024-03,Q1,ماوس Razer,إكسسوار,المنصورة,أونلاين,10.0,1181.01,746.34,0,11810.07,4346.66,عميل_3
ORD-1355,2024-10-27,2024-10,Q4,آيفون 15,موبايل,المنصورة,موزعين,1.0,23810.93,13238.26,0,23810.93,10572.67,عميل_81
ORD-1356,2024-12-30,2024-12,Q4,كاميرا Canon,كاميرات,أسيوط,فروع,7.0,21663.73,13222.28,15,128899.2,36343.26,عميل_36
ORD-1357,2024-02-12,2024-02,Q1,طابعة HP,طابعات,أسيوط,موزعين,2.0,4510.17,2618.06,0,9020.35,3784.22,عميل_51
ORD-1358,2024-10-27,2024-10,Q4,آيفون 15,موبايل,القاهرة,فروع,5.0,25993.38,17142.47,0,129966.9,44254.54,عميل_12
ORD-1359,2024-08-10,2024-08,Q3,آيفون 15,موبايل,الإسكندرية,أونلاين,8.0,25561.48,14269.81,15,173818.09,59659.63,عميل_2
ORD-1360,2024-12-28,2024-12,Q4,سماعات Sony,إكسسوار,أسيوط,موزعين,1.0,3264.68,2262.27,10,2938.21,675.94,عميل_22
ORD-1361,2024-07-09,2024-07,Q3,سماعات Sony,إكسسوار,الجيزة,تليفون,5.0,3663.06,2079.55,0,18315.28,7917.54,عميل_35
ORD-1362,2024-09-25,2024-09,Q3,آيفون 15,موبايل,المنصورة,تليفون,5.0,26061.62,16588.16,0,130308.08,47367.28,عميل_66
ORD-1363,2024-07-03,2024-07,Q3,لابتوب Dell,لابتوب,الجيزة,أونلاين,8.0,16078.08,9245.41,0,128624.63,54661.33,عميل_74
ORD-1364,2024-12-11,2024-12,Q4,آيفون 15,موبايل,الإسكندرية,أونلاين,4.0,26203.9,14422.24,0,104815.6,47126.64,عميل_61
ORD-1365,2024-07-05,2024-07,Q3,ماوس Razer,إكسسوار,أسيوط,تليفون,3.0,1122.95,779.39,0,3368.85,1030.7,عميل_29
ORD-1366,2024-06-13,2024-06,Q2,شاشة Samsung,شاشات,أسيوط,موزعين,7.0,8665.37,5181.81,0,60657.57,24384.93,عميل_16
ORD-1367,2024-09-14,2024-09,Q3,لابتوب Dell,لابتوب,المنصورة,أونلاين,3.0,14169.56,8889.5,0,42508.67,15840.17,عميل_60
ORD-1368,2024-05-24,2024-05,Q2,طابعة HP,طابعات,الإسكندرية,موزعين,6.0,4127.75,2553.06,0,24766.48,9448.12,عميل_73
ORD-1369,2024-06-04,2024-06,Q2,هاردسك WD,تخزين,الإسكندرية,فروع,4.0,1489.18,951.22,5,5658.88,1854.0,عميل_20
ORD-1370,2024-01-04,2024-01,Q1,ماوس Razer,إكسسوار,القاهرة,موزعين,1.0,1135.92,683.78,15,965.53,281.75,عميل_1
ORD-1371,2024-12-02,2024-12,Q4,ماوس Razer,إكسسوار,المنصورة,تليفون,5.0,1104.95,695.53,0,5524.74,2047.07,عميل_8
ORD-1372,2024-03-13,2024-03,Q1,طابعة HP,طابعات,المنصورة,موزعين,2.0,4089.51,2391.22,10,7361.12,2578.67,عميل_59
ORD-1373,2024-02-13,2024-02,Q1,هاردسك WD,تخزين,القاهرة,أونلاين,2.0,1501.63,969.42,5,2853.09,914.24,عميل_56
ORD-1374,2024-12-05,2024-12,Q4,سماعات Sony,إكسسوار,الجيزة,موزعين,4.0,3354.17,2272.91,5,12745.86,3654.21,عميل_58
ORD-1375,2024-05-19,2024-05,Q2,شاشة Samsung,شاشات,القاهرة,فروع,2.0,8709.69,4968.15,10,15677.44,5741.13,عميل_14
ORD-1376,2024-03-25,2024-03,Q1,جهاز iPad,تابلت,الإسكندرية,تليفون,8.0,17330.52,9845.65,0,138644.16,59878.95,عميل_40
ORD-1377,2024-08-25,2024-08,Q3,طابعة HP,طابعات,أسيوط,أونلاين,2.0,4131.38,2772.73,0,8262.76,2717.29,عميل_28
ORD-1378,2024-06-16,2024-06,Q2,سماعات Sony,إكسسوار,أسيوط,أونلاين,2.0,3647.81,2536.18,5,6930.84,1858.49,عميل_87
ORD-1379,2024-06-02,2024-06,Q2,طابعة HP,طابعات,أسيوط,فروع,3.0,4077.97,2490.25,5,11622.23,4151.47,عميل_13
ORD-1380,2024-08-24,2024-08,Q3,آيفون 15,موبايل,الإسكندرية,فروع,3.0,23107.27,12922.75,0,69321.8,30553.56,عميل_52
ORD-1381,2024-07-09,2024-07,Q3,آيفون 15,موبايل,القاهرة,أونلاين,10.0,25430.59,17486.44,0,254305.94,79441.54,عميل_26
ORD-1382,2024-11-26,2024-11,Q4,جهاز iPad,تابلت,القاهرة,أونلاين,3.0,16531.12,11193.08,0,49593.37,16014.13,عميل_60
ORD-1383,2024-01-26,2024-01,Q1,سماعات Sony,إكسسوار,القاهرة,تليفون,10.0,3453.21,2274.51,5,32805.49,10060.42,عميل_88
ORD-1384,2024-08-06,2024-08,Q3,سماعات Sony,إكسسوار,المنصورة,فروع,6.0,3300.3,1907.81,0,19801.81,8354.92,عميل_5
ORD-1385,2024-11-10,2024-11,Q4,هاردسك WD,تخزين,أسيوط,تليفون,10.0,1423.74,846.08,5,13525.49,5064.71,عميل_8
ORD-1386,2024-02-14,2024-02,Q1,طابعة HP,طابعات,الإسكندرية,أونلاين,7.0,4173.51,2420.3,10,26293.13,9351.04,عميل_49
ORD-1387,2024-07-02,2024-07,Q3,جهاز iPad,تابلت,أسيوط,موزعين,9.0,19013.17,11438.42,10,154006.65,51060.88,عميل_50
ORD-1388,2024-05-18,2024-05,Q2,سماعات Sony,إكسسوار,القاهرة,تليفون,1.0,3373.21,1966.09,0,3373.21,1407.13,عميل_68
ORD-1389,2024-07-02,2024-07,Q3,هاردسك WD,تخزين,الإسكندرية,موزعين,4.0,1642.19,927.87,15,5583.46,1871.97,عميل_69
ORD-1390,2024-01-29,2024-01,Q1,شاشة Samsung,شاشات,الإسكندرية,فروع,10.0,8554.41,5728.11,0,85544.08,28263.03,عميل_31
ORD-1391,2024-10-30,2024-10,Q4,كيبورد Logitech,إكسسوار,الجيزة,فروع,6.0,866.24,480.1,15,4417.81,1537.24,عميل_73
ORD-1392,2024-04-06,2024-04,Q2,جهاز iPad,تابلت,القاهرة,فروع,9.0,17312.59,10795.53,0,155813.32,58653.51,عميل_78
ORD-1393,2024-04-22,2024-04,Q2,لابتوب Dell,لابتوب,الإسكندرية,فروع,9.0,14933.97,8956.8,10,120965.13,40353.95,عميل_44
ORD-1394,2024-03-31,2024-03,Q1,كيبورد Logitech,إكسسوار,القاهرة,موزعين,,723.51,461.59,0,723.51,261.92,عميل_10
ORD-1395,2024-07-10,2024-07,Q3,ماوس Razer,إكسسوار,الإسكندرية,تليفون,10.0,1104.25,657.32,0,11042.48,4469.28,عميل_82
ORD-1396,2024-09-06,2024-09,Q3,كيبورد Logitech,إكسسوار,الجيزة,فروع,3.0,833.15,528.46,10,2249.5,664.11,عميل_86
ORD-1397,2024-10-28,2024-10,Q4,سماعات Sony,إكسسوار,الإسكندرية,أونلاين,7.0,3364.78,2198.12,0,23553.43,8166.57,عميل_90
ORD-1398,2024-10-20,2024-10,Q4,ماوس Razer,إكسسوار,الإسكندرية,أونلاين,10.0,1087.77,696.56,10,9789.95,2824.31,عميل_64
ORD-1399,2024-03-13,2024-03,Q1,كيبورد Logitech,إكسسوار,القاهرة,موزعين,2.0,758.08,528.65,0,1516.16,458.85,عميل_58
ORD-1400,2024-01-06,2024-01,Q1,طابعة HP,طابعات,القاهرة,أونلاين,4.0,4274.59,2394.49,0,17098.35,7520.38,عميل_7
ORD-1401,2024-07-16,2024-07,Q3,جهاز iPad,تابلت,المنصورة,موزعين,7.0,19688.77,13441.18,5,130930.3,36842.02,عميل_70
ORD-1402,2024-07-11,2024-07,Q3,آيفون 15,موبايل,الإسكندرية,فروع,8.0,26443.65,16836.89,15,179816.82,45121.68,عميل_58
ORD-1403,2024-02-07,2024-02,Q1,لابتوب Dell,لابتوب,القاهرة,موزعين,5.0,13560.23,7989.27,0,67801.17,27854.81,عميل_22
ORD-1404,2024-07-11,2024-07,Q3,سماعات Sony,إكسسوار,الجيزة,تليفون,2.0,3532.93,2419.06,0,7065.86,2227.74,عميل_91
ORD-1405,2024-01-16,2024-01,Q1,ماوس Razer,إكسسوار,القاهرة,موزعين,3.0,1225.76,754.0,0,3677.27,1415.27,عميل_27
ORD-1406,2024-04-07,2024-04,Q2,ماوس Razer,إكسسوار,الجيزة,موزعين,9.0,1253.29,826.54,0,11279.6,3840.75,عميل_31
ORD-1407,2024-02-19,2024-02,Q1,لابتوب Dell,لابتوب,القاهرة,موزعين,7.0,15215.31,10285.22,0,106507.17,34510.65,عميل_1
ORD-1408,2024-08-06,2024-08,Q3,آيفون 15,موبايل,الإسكندرية,أونلاين,5.0,26619.49,17136.66,5,126442.56,40759.27,عميل_4
ORD-1409,2024-04-15,2024-04,Q2,سماعات Sony,إكسسوار,الجيزة,تليفون,5.0,3833.94,2381.01,0,19169.7,7264.63,عميل_61
ORD-1410,2024-09-07,2024-09,Q3,طابعة HP,طابعات,المنصورة,موزعين,2.0,4627.68,2814.23,0,9255.36,3626.91,عميل_24
ORD-1411,2024-08-16,2024-08,Q3,لابتوب Dell,لابتوب,أسيوط,أونلاين,,14819.22,8736.08,0,74096.11,30415.7,عميل_20
ORD-1412,2024-12-22,2024-12,Q4,آيفون 15,موبايل,أسيوط,فروع,2.0,25840.71,17344.98,5,49097.34,14407.38,عميل_71
ORD-1413,2024-02-01,2024-02,Q1,ماوس Razer,إكسسوار,أسيوط,فروع,9.0,1180.47,744.08,5,10093.03,3396.28,عميل_61
ORD-1414,2024-06-02,2024-06,Q2,آيفون 15,موبايل,أسيوط,فروع,7.0,27013.89,17752.06,10,170187.48,45923.04,عميل_16
ORD-1415,2024-08-17,2024-08,Q3,سماعات Sony,إكسسوار,القاهرة,تليفون,3.0,3830.52,2571.31,0,11491.55,3777.63,عميل_11
ORD-1416,2024-12-15,2024-12,Q4,ماوس Razer,إكسسوار,الجيزة,موزعين,4.0,1319.34,849.77,10,4749.64,1350.57,عميل_94
ORD-1417,2024-02-04,2024-02,Q1,آيفون 15,موبايل,أسيوط,تليفون,7.0,25281.82,15998.54,0,176972.75,64982.95,عميل_2
ORD-1418,2024-12-24,2024-12,Q4,هاردسك WD,تخزين,الإسكندرية,فروع,10.0,1506.77,923.56,5,14314.3,5078.73,عميل_73
ORD-1419,2024-10-28,2024-10,Q4,هاردسك WD,تخزين,الجيزة,موزعين,2.0,1627.48,1032.48,0,3254.96,1190.0,عميل_53
ORD-1420,2024-05-15,2024-05,Q2,ماوس Razer,إكسسوار,الجيزة,تليفون,,1217.29,755.88,0,9738.28,3691.23,عميل_19
ORD-1421,2024-11-12,2024-11,Q4,هاردسك WD,تخزين,الإسكندرية,أونلاين,7.0,1361.63,930.59,0,9531.44,3017.31,عميل_96
ORD-1422,2024-08-31,2024-08,Q3,طابعة HP,طابعات,الجيزة,موزعين,6.0,4068.21,2736.31,0,24409.26,7991.4,عميل_63
ORD-1423,2024-12-22,2024-12,Q4,آيفون 15,موبايل,الجيزة,موزعين,4.0,23171.93,16130.74,5,88053.32,23530.36,عميل_94
ORD-1424,2024-08-01,2024-08,Q3,هاردسك WD,تخزين,المنصورة,موزعين,2.0,1406.38,818.1,5,2672.12,1035.92,عميل_8
ORD-1425,2024-09-20,2024-09,Q3,سماعات Sony,إكسسوار,أسيوط,أونلاين,2.0,3367.79,2108.3,0,6735.57,2518.97,عميل_23
ORD-1426,2024-04-08,2024-04,Q2,شاشة Samsung,شاشات,الإسكندرية,موزعين,1.0,7599.18,4699.85,0,7599.18,2899.34,عميل_48
ORD-1427,2024-08-25,2024-08,Q3,كاميرا Canon,كاميرات,الإسكندرية,موزعين,7.0,22595.8,12847.54,0,158170.62,68237.82,عميل_63
ORD-1428,2024-10-31,2024-10,Q4,جهاز iPad,تابلت,الجيزة,موزعين,3.0,19657.87,12211.22,10,53076.26,16442.59,عميل_21
ORD-1429,2024-05-12,2024-05,Q2,آيفون 15,موبايل,الإسكندرية,فروع,5.0,22637.25,12619.08,10,101867.64,38772.22,عميل_83
ORD-1430,2024-04-25,2024-04,Q2,شاشة Samsung,شاشات,القاهرة,تليفون,5.0,8242.54,5168.01,15,35030.79,9190.75,عميل_17
ORD-1431,2024-11-27,2024-11,Q4,سماعات Sony,إكسسوار,الجيزة,موزعين,10.0,3710.61,2165.38,10,33395.45,11741.64,عميل_55
ORD-1432,2024-07-11,2024-07,Q3,كيبورد Logitech,إكسسوار,أسيوط,تليفون,8.0,760.32,471.4,15,5170.17,1398.96,عميل_75
ORD-1433,2024-02-22,2024-02,Q1,لابتوب Dell,لابتوب,أسيوط,موزعين,9.0,16498.29,11465.86,0,148484.59,45291.84,عميل_39
ORD-1434,2024-12-16,2024-12,Q4,آيفون 15,موبايل,الجيزة,موزعين,8.0,22819.19,15933.59,15,155170.46,27701.73,عميل_34
ORD-1435,2024-12-01,2024-12,Q4,طابعة HP,طابعات,أسيوط,تليفون,4.0,4184.94,2782.23,0,16739.75,5610.81,عميل_85
ORD-1436,2024-06-12,2024-06,Q2,سماعات Sony,إكسسوار,المنصورة,تليفون,1.0,3608.78,2524.78,0,3608.78,1084.0,عميل_50
ORD-1437,2024-01-19,2024-01,Q1,هاردسك WD,تخزين,الإسكندرية,تليفون,10.0,1594.8,959.24,15,13555.84,3963.49,عميل_86
ORD-1438,2024-07-02,2024-07,Q3,كاميرا Canon,كاميرات,الإسكندرية,موزعين,5.0,23519.84,15901.67,10,105839.3,26330.96,عميل_13
ORD-1439,2024-08-29,2024-08,Q3,سماعات Sony,إكسسوار,الجيزة,أونلاين,5.0,3657.63,2318.41,0,18288.15,6696.12,عميل_29
ORD-1440,2024-06-30,2024-06,Q2,شاشة Samsung,شاشات,الجيزة,موزعين,5.0,7872.76,5377.3,0,39363.78,12477.27,عميل_60
ORD-1441,2024-03-01,2024-03,Q1,جهاز iPad,تابلت,القاهرة,تليفون,1.0,19319.02,12316.57,10,17387.11,5070.54,عميل_25
ORD-1442,2024-09-13,2024-09,Q3,آيفون 15,موبايل,الإسكندرية,فروع,7.0,25149.19,15390.45,0,176044.35,68311.18,عميل_44
ORD-1443,2024-07-28,2024-07,Q3,هاردسك WD,تخزين,القاهرة,تليفون,8.0,1392.97,946.32,0,11143.74,3573.14,عميل_43
ORD-1444,2024-11-19,2024-11,Q4,سماعات Sony,إكسسوار,الإسكندرية,فروع,6.0,3594.15,1979.32,0,21564.9,9688.96,عميل_74
ORD-1445,2024-03-22,2024-03,Q1,جهاز iPad,تابلت,المنصورة,تليفون,2.0,16665.86,10250.45,5,31665.14,11164.24,عميل_62
ORD-1446,2024-07-15,2024-07,Q3,لابتوب Dell,لابتوب,الجيزة,فروع,1.0,15101.35,9960.83,0,15101.35,5140.52,عميل_3
ORD-1447,2024-12-12,2024-12,Q4,لابتوب Dell,لابتوب,الإسكندرية,أونلاين,4.0,14178.8,9663.53,0,56715.19,18061.08,عميل_50
ORD-1448,2024-09-14,2024-09,Q3,هاردسك WD,تخزين,الجيزة,تليفون,5.0,1400.11,943.08,0,7000.53,2285.14,عميل_94
ORD-1449,2024-09-23,2024-09,Q3,هاردسك WD,تخزين,الجيزة,تليفون,9.0,1451.35,991.56,0,13062.15,4138.14,عميل_46
ORD-1450,2024-04-06,2024-04,Q2,سماعات Sony,إكسسوار,الإسكندرية,أونلاين,7.0,3163.39,1846.31,0,22143.71,9219.57,عميل_76
ORD-1451,2024-09-15,2024-09,Q3,سماعات Sony,إكسسوار,المنصورة,موزعين,2.0,3406.61,2206.06,0,6813.23,2401.11,عميل_99
ORD-1452,2024-09-30,2024-09,Q3,هاردسك WD,تخزين,القاهرة,أونلاين,1.0,1528.18,851.49,0,1528.18,676.69,عميل_89
ORD-1453,2024-02-29,2024-02,Q1,ماوس Razer,إكسسوار,الإسكندرية,فروع,8.0,1171.26,740.35,5,8901.58,2978.82,عميل_89
ORD-1454,2024-12-17,2024-12,Q4,لابتوب Dell,لابتوب,الجيزة,فروع,5.0,14762.61,8343.05,10,66431.76,24716.53,عميل_54
ORD-1455,2024-02-23,2024-02,Q1,كاميرا Canon,كاميرات,المنصورة,فروع,10.0,20318.03,11522.39,0,203180.32,87956.38,عميل_78
ORD-1456,2024-04-12,2024-04,Q2,طابعة HP,طابعات,الجيزة,فروع,9.0,4925.81,2973.65,5,42115.66,15352.78,عميل_6
ORD-1457,2024-10-07,2024-10,Q4,جهاز iPad,تابلت,القاهرة,أونلاين,4.0,18677.53,11619.29,0,74710.14,28232.99,عميل_86
ORD-1458,2024-02-15,2024-02,Q1,آيفون 15,موبايل,أسيوط,أونلاين,10.0,25845.11,14793.01,0,258451.1,110521.01,عميل_93
ORD-1459,2024-02-21,2024-02,Q1,طابعة HP,طابعات,,أونلاين,4.0,4461.08,3107.56,0,17844.3,5414.08,عميل_13
ORD-1460,2024-03-30,2024-03,Q1,لابتوب Dell,لابتوب,القاهرة,أونلاين,5.0,14580.64,9499.51,5,69258.06,21760.52,عميل_98
ORD-1461,2024-01-24,2024-01,Q1,لابتوب Dell,لابتوب,المنصورة,موزعين,3.0,15490.07,8915.72,0,46470.2,19723.03,عميل_94
ORD-1462,2024-02-17,2024-02,Q1,كيبورد Logitech,إكسسوار,الجيزة,تليفون,6.0,749.26,457.14,5,4270.78,1527.96,عميل_89
ORD-1463,2024-09-01,2024-09,Q3,ماوس Razer,إكسسوار,الإسكندرية,أونلاين,3.0,1107.13,724.54,0,3321.4,1147.79,عميل_54
ORD-1464,2024-10-29,2024-10,Q4,جهاز iPad,تابلت,الجيزة,أونلاين,10.0,18642.22,10760.08,5,177101.05,69500.21,عميل_88
ORD-1465,2024-03-07,2024-03,Q1,جهاز iPad,تابلت,القاهرة,موزعين,8.0,16606.57,10158.12,0,132852.6,51587.64,عميل_84
ORD-1466,2024-06-09,2024-06,Q2,لابتوب Dell,لابتوب,الإسكندرية,موزعين,,15802.59,10058.3,10,128000.95,37476.21,عميل_67
ORD-1467,2024-09-24,2024-09,Q3,هاردسك WD,تخزين,الجيزة,تليفون,2.0,1479.85,975.22,5,2811.72,861.28,عميل_20
ORD-1468,2024-10-12,2024-10,Q4,هاردسك WD,تخزين,المنصورة,تليفون,1.0,1353.49,934.12,10,1218.14,284.02,عميل_22
ORD-1469,2024-02-08,2024-02,Q1,جهاز iPad,تابلت,أسيوط,فروع,6.0,17067.21,11870.62,0,102403.26,31179.57,عميل_71
ORD-1470,2024-11-25,2024-11,Q4,ماوس Razer,إكسسوار,أسيوط,تليفون,7.0,1276.1,716.95,5,8486.1,3467.47,عميل_12
ORD-1471,2024-09-12,2024-09,Q3,جهاز iPad,تابلت,القاهرة,أونلاين,6.0,16627.34,10385.54,15,84799.46,22486.22,عميل_52
ORD-1472,2024-07-30,2024-07,Q3,لابتوب Dell,لابتوب,أسيوط,موزعين,9.0,15147.3,10207.56,10,122693.1,30825.1,عميل_66
ORD-1473,2024-10-14,2024-10,Q4,شاشة Samsung,شاشات,الإسكندرية,تليفون,8.0,8720.57,5271.6,0,69764.55,27591.78,عميل_43
ORD-1474,2024-10-13,2024-10,Q4,هاردسك WD,تخزين,المنصورة,أونلاين,10.0,1491.94,967.64,15,12681.49,3005.14,عميل_13
ORD-1475,2024-12-03,2024-12,Q4,شاشة Samsung,شاشات,أسيوط,موزعين,1.0,7746.17,5224.66,0,7746.17,2521.51,عميل_90
ORD-1476,2024-02-24,2024-02,Q1,لابتوب Dell,لابتوب,المنصورة,أونلاين,3.0,14977.27,10083.83,15,38192.03,7940.54,عميل_33
ORD-1477,2024-11-08,2024-11,Q4,شاشة Samsung,شاشات,المنصورة,فروع,4.0,7393.19,5011.32,0,29572.77,9527.49,عميل_92
ORD-1478,2024-06-22,2024-06,Q2,آيفون 15,موبايل,أسيوط,أونلاين,7.0,22732.5,14662.15,15,135258.39,32623.36,عميل_99
ORD-1479,2024-08-18,2024-08,Q3,جهاز iPad,تابلت,القاهرة,أونلاين,10.0,19642.29,11199.94,5,186601.71,74602.3,عميل_71
ORD-1480,2024-08-09,2024-08,Q3,هاردسك WD,تخزين,أسيوط,فروع,8.0,1627.31,1085.68,0,13018.49,4333.05,عميل_94
ORD-1481,2024-03-06,2024-03,Q1,آيفون 15,موبايل,أسيوط,تليفون,7.0,25787.61,16527.9,0,180513.26,64817.96,عميل_54
ORD-1482,2024-11-07,2024-11,Q4,شاشة Samsung,شاشات,المنصورة,فروع,5.0,7836.59,4713.15,0,39182.96,15617.2,عميل_18
ORD-1483,2024-07-30,2024-07,Q3,هاردسك WD,تخزين,أسيوط,فروع,9.0,1439.67,943.31,0,12957.07,4467.28,عميل_26
ORD-1484,2024-04-17,2024-04,Q2,هاردسك WD,تخزين,الإسكندرية,موزعين,5.0,1555.98,1070.79,0,7779.92,2425.94,عميل_91
ORD-1485,2024-02-29,2024-02,Q1,كيبورد Logitech,إكسسوار,المنصورة,موزعين,9.0,796.86,506.48,15,6095.97,1537.65,عميل_55
ORD-1486,2024-01-07,2024-01,Q1,كاميرا Canon,كاميرات,القاهرة,فروع,2.0,19911.2,11385.2,15,33849.04,11078.63,عميل_35
ORD-1487,2024-03-23,2024-03,Q1,طابعة HP,طابعات,الإسكندرية,أونلاين,5.0,4181.79,2338.89,0,20908.93,9214.46,عميل_46
ORD-1488,2024-08-19,2024-08,Q3,آيفون 15,موبايل,أسيوط,تليفون,10.0,26840.18,17739.31,0,268401.77,91008.63,عميل_31
ORD-1489,2024-09-18,2024-09,Q3,طابعة HP,طابعات,الجيزة,أونلاين,1.0,4883.84,2970.02,15,4151.26,1181.24,عميل_2
ORD-1490,2024-05-08,2024-05,Q2,شاشة Samsung,شاشات,الإسكندرية,موزعين,10.0,8590.16,5833.29,5,81606.52,23273.6,عميل_97
ORD-1491,2024-10-28,2024-10,Q4,كاميرا Canon,كاميرات,الجيزة,تليفون,10.0,20664.46,13612.45,0,206644.64,70520.13,عميل_23
ORD-1492,2024-12-15,2024-12,Q4,آيفون 15,موبايل,المنصورة,أونلاين,3.0,27312.38,18033.32,0,81937.13,27837.16,عميل_55
ORD-1493,2024-05-22,2024-05,Q2,كاميرا Canon,كاميرات,القاهرة,موزعين,5.0,20372.29,12989.33,0,101861.46,36914.81,عميل_60
ORD-1494,2024-12-29,2024-12,Q4,سماعات Sony,إكسسوار,أسيوط,موزعين,1.0,3257.59,1949.33,0,3257.59,1308.27,عميل_63
ORD-1495,2024-10-20,2024-10,Q4,كاميرا Canon,كاميرات,الإسكندرية,فروع,6.0,20120.68,13202.23,10,108651.65,29438.29,عميل_67
ORD-1496,2024-02-04,2024-02,Q1,كاميرا Canon,كاميرات,الجيزة,فروع,3.0,21630.1,13638.97,0,64890.29,23973.37,عميل_28
ORD-1497,2024-12-05,2024-12,Q4,كيبورد Logitech,إكسسوار,أسيوط,تليفون,6.0,777.73,453.23,10,4199.73,1480.33,عميل_72
ORD-1498,2024-11-28,2024-11,Q4,لابتوب Dell,لابتوب,أسيوط,فروع,2.0,15506.82,9565.38,15,26361.59,7230.83,عميل_6
ORD-1499,2024-12-15,2024-12,Q4,كيبورد Logitech,إكسسوار,الجيزة,موزعين,7.0,866.55,599.43,5,5762.55,1566.52,عميل_4
ORD-1361,2024-07-09,2024-07,Q3,سماعات Sony,إكسسوار,الجيزة,تليفون,5.0,3663.06,2079.55,0,18315.28,7917.54,عميل_35
ORD-1073,2024-10-30,2024-10,Q4,شاشة Samsung,شاشات,أسيوط,أونلاين,2.0,8315.51,4949.7,15,14136.36,4236.96,عميل_73
ORD-1374,2024-12-05,2024-12,Q4,سماعات Sony,إكسسوار,الجيزة,موزعين,4.0,3354.17,2272.91,5,12745.86,3654.21,عميل_58
ORD-1155,2024-08-14,2024-08,Q3,ماوس Razer,إكسسوار,أسيوط,أونلاين,8.0,1225.7,750.28,0,9805.59,3803.32,عميل_45
ORD-1104,2024-05-16,2024-05,Q2,كاميرا Canon,كاميرات,المنصورة,أونلاين,3.0,23881.76,14704.42,15,60898.49,16785.24,عميل_4
ORD-1394,2024-03-31,2024-03,Q1,كيبورد Logitech,إكسسوار,القاهرة,موزعين,,723.51,461.59,0,723.51,261.92,عميل_10
ORD-1377,2024-08-25,2024-08,Q3,طابعة HP,طابعات,أسيوط,أونلاين,2.0,4131.38,2772.73,0,8262.76,2717.29,عميل_28
ORD-1124,2024-04-27,2024-04,Q2,هاردسك WD,تخزين,الإسكندرية,أونلاين,6.0,1415.7,819.01,0,8494.21,3580.14,عميل_81
